1	62.7603	68.1979	62.7164
2	81.8624	90.1636	81.7965
3	81.9274	90.528	81.8619
4	97.4103	107.166	97.3453
5	97.4524	107.354	97.3883
6	98.035	107.57	97.9718
7	112.849	122.562	112.771
8	127.537	137.198	127.433
9	127.602	137.559	127.499
10	127.643	137.943	127.541
11	142.306	152.745	142.224
12	142.321	152.756	142.241
13	142.336	152.766	142.256
14	156.596	168.571	156.499
15	156.661	168.934	156.565
16	156.691	169.048	156.596
17	169.375	184.632	169.274
18	197.896	215.897	197.779
19	197.925	216.138	197.809
20	197.971	216.481	197.856
21	198.001	216.721	197.886
22	198.043	216.898	197.928
23	198.087	217.068	197.973
24	199.362	217.412	199.25
25	199.406	217.766	199.294
26	199.436	218.006	199.324
27	199.465	218.246	199.355
28	199.481	218.258	199.371
29	210.463	228.957	210.336
30	210.529	229.317	210.404
31	223.773	243.002	223.643
32	223.839	243.365	223.71
33	224.941	243.599	224.812
34	224.958	243.617	224.831
35	225.024	243.977	224.897
36	225.051	244.011	224.925
37	225.066	244.026	224.94
38	225.103	244.318	224.977
39	225.146	244.493	225.021
40	225.184	244.795	225.059
41	225.215	244.909	225.091
42	225.229	244.92	225.105
43	225.246	244.936	225.122
44	225.276	244.946	225.152
45	225.305	245.059	225.181
46	225.35	245.411	225.225
47	238.004	258.49	237.905
48	238.034	258.729	237.936
49	238.078	259.081	237.98
50	238.093	259.096	237.995
51	238.109	259.108	238.012
52	263.329	287.353	263.256
53	276.987	301.803	276.924
54	277.018	302.043	276.955
55	277.044	302.076	276.982
56	277.088	302.435	277.027
57	277.126	302.729	277.066
58	277.142	302.741	277.082
59	277.189	303.083	277.13
60	277.227	303.377	277.169
61	277.301	303.742	277.244
62	277.349	303.907	277.293
63	278.646	304.368	278.592
64	278.681	304.599	278.628
65	278.701	304.66	278.649
66	278.731	304.774	278.68
67	278.799	305.136	278.747
68	278.844	305.492	278.851
69	278.874	305.605	278.926
70	278.912	305.907	279.02
71	278.955	306.094	279.126
72	278.984	306.331	279.2
73	279.049	306.585	279.265
74	279.069	306.644	279.285
75	279.1	306.655	279.316
76	279.146	306.961	279.363
77	279.194	307.306	279.411
78	279.225	307.418	279.442
79	279.242	307.431	279.46
80	293.948	322.198	294.199
81	293.993	322.605	294.245
82	294.02	322.639	294.273
83	294.041	322.723	294.294
84	294.091	322.89	294.344
85	294.122	323.131	294.376
86	294.177	323.181	294.431
87	294.206	323.413	294.461
88	294.244	323.715	294.499
89	294.262	323.729	294.517
90	294.292	323.968	294.548
91	294.36	324.333	294.616
92	294.391	324.574	294.648
93	294.428	324.713	294.685
94	294.446	324.726	294.703
95	294.463	324.738	294.72
96	294.53	325.1	294.788
97	294.562	325.214	294.82
98	294.607	325.383	294.865
99	294.623	325.395	294.881
100	294.666	325.777	294.925
101	294.71	326.16	294.969
102	294.755	326.513	295.015
103	294.77	326.525	295.048
104	296.065	326.874	296.739
105	296.105	326.927	296.779
106	296.678	327.032	297.352
107	296.722	327.384	297.397
108	296.782	327.726	297.457
109	296.809	327.759	297.485
110	296.854	327.929	297.53
111	296.898	328.312	297.575
112	296.929	328.426	297.607
113	296.947	328.439	297.624
114	296.977	328.649	297.655
115	297.02	329.033	297.698
116	297.051	329.273	297.73
117	297.119	329.636	297.798
118	297.692	329.74	298.372
119	315.999	351.17	316.628
120	316.03	351.412	316.66
121	316.061	351.527	316.691
122	316.092	351.768	316.722
123	316.13	352.07	316.76
124	316.148	352.121	316.78
125	316.179	352.236	316.811
126	316.197	352.249	316.828
127	316.215	352.299	316.846
128	316.246	352.413	316.878
129	316.277	352.528	316.909
130	316.322	352.884	316.954
131	316.341	352.952	316.973
132	316.359	352.965	316.991
133	326.787	363.452	327.417
134	326.819	363.567	327.449
135	326.868	363.914	327.499
136	328.218	364.261	328.852
137	328.267	364.427	328.902
138	328.332	364.744	328.967
139	328.348	364.756	328.984
140	328.365	364.768	329.002
141	328.946	364.871	329.584
142	328.978	365.112	329.616
143	329	365.215	329.639
144	329.068	365.577	329.707
145	329.084	365.589	329.724
146	329.128	365.97	329.768
147	329.159	366.212	329.8
148	329.187	366.311	329.827
149	329.218	366.424	329.859
150	329.247	366.532	329.888
151	329.279	366.773	329.919
152	329.294	366.786	329.935
153	329.324	366.996	329.965
154	329.341	367.039	329.982
155	329.397	367.339	330.038
156	329.441	367.652	330.082
157	329.487	368.059	330.129
158	329.515	368.158	330.158
159	329.535	368.218	330.178
160	329.585	368.622	330.224
161	330.732	368.817	331.297
162	330.763	368.93	331.328
163	330.808	369.281	331.373
164	330.852	369.665	331.418
165	330.87	369.677	331.437
166	330.886	369.72	331.453
167	330.909	369.823	331.476
168	330.94	370.064	331.507
169	330.959	370.132	331.526
170	331.003	370.515	331.57
171	331.021	370.527	331.588
172	331.036	370.539	331.604
173	331.052	370.549	331.619
174	331.097	370.907	331.664
175	331.113	370.919	331.681
176	331.158	371.274	331.726
177	331.174	371.286	331.742
178	331.205	371.4	331.774
179	331.273	371.764	331.842
180	331.304	372.005	331.874
181	331.32	372.017	331.89
182	331.366	372.187	331.935
183	331.394	372.285	331.964
184	331.424	372.497	331.995
185	332.721	372.846	333.294
186	332.752	372.959	333.326
187	332.793	373.333	333.367
188	332.826	373.448	333.4
189	332.858	373.563	333.431
190	332.926	373.926	333.5
191	332.942	373.939	333.516
192	332.987	374.291	333.561
193	333.055	374.656	333.63
194	333.124	375.021	333.699
195	333.174	375.372	333.751
196	333.223	375.539	333.8
197	333.269	375.893	333.847
198	333.287	375.905	333.865
199	333.304	375.917	333.882
200	333.334	376.155	333.912
201	333.377	376.333	333.956
202	333.421	376.5	334
203	333.437	376.512	334.017
204	333.453	376.523	334.033
205	333.486	376.563	334.066
206	333.518	376.574	334.098
207	333.533	376.586	334.113
208	333.55	376.598	334.131
209	333.599	376.943	334.179
210	333.626	377.042	334.208
211	333.664	377.093	334.246
212	333.708	377.259	334.291
213	333.754	377.667	334.337
214	333.81	377.717	334.393
215	333.829	377.785	334.413
216	333.861	378.026	334.444
217	333.878	378.04	334.462
218	333.894	378.082	334.478
219	333.922	378.116	334.506
220	333.939	378.129	334.523
221	333.983	378.31	334.568
222	334.557	378.414	335.142
223	334.573	378.427	335.158
224	334.603	378.637	335.188
225	334.634	378.75	335.219
226	334.649	378.762	335.235
227	334.667	378.78	335.253
228	334.682	378.791	335.268
229	334.75	379.152	335.336
230	334.785	379.381	335.371
231	336.082	379.731	336.67
232	336.132	379.9	336.721
233	336.746	380.065	337.336
234	336.786	380.331	337.376
235	336.802	380.344	337.393
236	336.846	380.698	337.437
237	336.891	380.867	337.483
238	336.937	381.037	337.529
239	336.969	381.152	337.562
240	337.026	381.458	337.619
241	337.058	381.574	337.652
242	337.088	381.785	337.682
243	337.118	381.996	337.713
