1	0	0	0	0	0
2	0	0	0	0	0
3	0	0	0	0	0
4	0	0	0	0	0
5	0	0	0	0	0
6	0	0	0	0	0
7	0	0	0	0	0
8	0	0	0	0	0
9	0	0	0	0	0
10	0	0	0	0	0
11	0	0	0	0	0
12	0	0	0	0	0
13	0	0	0	0	0
14	0	0	0	0	0
15	0	0	0	0	0
16	0	0	0	0	0
17	0	0	0	0	0
18	0	0	0	0	0
19	0	0	0	0	0
20	0	0	0	0	0
21	0	0	0	0	0
22	0	0	0	0	0
23	0	0	0	0	0
24	0	0	0	0	0
25	0	0	0	0	0
26	0	0	0	0	0
27	0	0	0	0	0
28	0	0	0	0	0
29	0	0	0	0	0
30	0	0	0	0	0
31	0	0	0	0	0
32	0	0	0	0	0
33	0	0	0	0	0
34	0	0	0	0.0305923171	0
35	0	0	0	0.041474547	0
36	0	0	0	0.0440188174	0
37	0	0	0	0.0488357529	0
38	0	0	0	0.0643464829	0
39	0	0	0	0.0653831565	0
40	0	0	0	0.1074704235	0
41	0	0	0	0.1525239027	0
42	0	0	0	0.1794995169	0
43	0	0	0	0.1860589869	0
44	0	0	0	0.2330529353	0
45	0	0	0	0.2637713772	0
46	0	0	0	0.2780149675	0
47	0	0	0	0.2807784603	0
48	0	0	0	0.2823659098	0
49	0	0	0	0.3650414516	0
50	0	0	0.31024674	0.3882448607	0
51	0	0	0.3185924142	0.4645798167	0
52	0	0	0.3421843789	0.4995419143	0
53	0	0	0.7161664078	0.5006440621	0
54	0	0	0.7198196602	0.7145480246	0
55	0	0	0.8594562168	0.7889514314	0
56	0	0	1.1168566605	0.8237044078	0
57	0	0	1.357596567	0.8415730027	0
58	0	0	1.5965506639	0.8588877144	0
59	0	0.0152855521	2.4340397435	0.860399105	0
60	0	0.1397648324	2.4901685567	0.8652325672	0
61	0	0.2340320569	3.0793974225	0.8950239151	0
62	0	0.2834559909	4.0106995412	0.9347566497	0
63	0	0.391845683	4.2715853998	1.012618863	0
64	0	0.4698609143	4.7490928217	1.0520001774	0.0180917657
65	0	0.5905282233	4.8443369572	1.059511792	0.1152506968
66	0	0.9403421984	5.3287657488	1.2336526987	0.3315501942
67	0	1.138953897	5.4706660823	1.376177807	0.3511422333
68	0	1.3081431074	5.8113709681	1.3924331521	0.5201570183
69	0.0234432301	1.6590251358	6.3735874054	1.5251496707	0.6701151394
70	0.2812328657	1.6721070366	6.3819947994	1.5458470926	0.7143892154
71	0.3398227947	1.7434385022	7.6428484482	1.583067638	1.1132766196
72	0.4730549306	1.8523501507	7.6959286257	1.7788620365	1.1619947949
73	0.4934085052	1.8692752209	8.3281451933	1.7908056025	1.3339416285
74	0.8274692362	2.0832554961	8.901071452	1.7962130963	1.644040821
75	1.0699894484	2.1437736016	9.0193994506	1.8124775916	2.3342493523
76	1.2708573747	2.171668693	9.7098147046	1.8139724456	2.4280436473
77	1.3087044292	2.30143581	10.0378162343	1.9646737616	2.5057111186
78	1.3147073182	2.3991317139	10.5294605896	2.1421303852	2.9830996468
79	1.3873290361	2.8224822417	11.8841776872	2.3648500708	3.9238557589
80	1.4260342304	3.0576727563	11.8851647346	2.3807751102	4.0209659353
81	1.6071327191	3.2838369723	12.5053672011	2.3882121013	4.6167751599
82	1.7354133858	3.5507519036	13.0784156464	2.4735245715	4.937281493
83	1.8821733151	3.9077405558	13.2914959776	2.5514976595	5.3036327026
84	2.0627995929	4.2743444822	13.6901601894	2.5533463769	5.5137941577
85	2.6400858382	4.4518597284	13.8174022298	2.6706803307	5.9029315756
86	2.7141584286	4.5807681975	14.2324228586	2.7043428816	7.4917791083
87	3.4273668093	4.8245785058	14.3127233123	2.7786244662	7.7674938902
88	3.9188578431	5.0874670414	14.8730614595	3.0845180976	8.7616300425
89	4.0116976831	6.0379798674	14.9814596399	3.2763877533	9.0703726661
90	4.5710965218	6.2036461532	16.2458074852	3.4932678118	9.4989072084
91	6.8309110379	6.3125007013	18.3234852183	3.6009268467	10.5263053192
92	8.2300018559	7.3043088388	18.7423688028	4.0872405146	11.5749592936
93	9.7267302038	10.058380399	18.9601456501	13.5872919446	11.9543983814
94	11.5688345843	13.9521861068	19.0965662957	15.5804788649	12.5692568599
95	13.6442433572	14.0443467786	20.5720188038	17.7252258646	13.0251866611
96	13.7707287737	14.4202895945	22.9441538745	19.0142738674	13.3940667186
97	15.1871743574	14.4616654216	23.2721728142	19.7823790108	13.5218495555
98	16.6758586347	14.8306861181	26.6506752829	20.4490604753	13.590012036
99	18.9979402326	19.0005955497	31.9351338711	31.8169879592	18.0384224382
100	19.4080221026	20.0356493883	42.1160875956	36.7322593339	18.6310634906
