%diff	CDF
6.8294312866	84.6538782319
6.8621858969	84.7372810676
6.8876454458	84.8206839033
6.8892473118	84.9040867389
6.8903250489	84.9874895746
6.9338202319	85.0708924103
6.9408430963	85.154295246
6.9538371067	85.2376980817
6.9843741889	85.3211009174
7.0346942687	85.4045037531
7.0426940961	85.4879065888
7.0742561932	85.5713094245
7.1347791855	85.6547122602
7.1447731619	85.7381150959
7.1503202197	85.8215179316
7.1515563761	85.9049207673
7.1597539546	85.988323603
7.31051715	86.0717264387
7.3702492471	86.1551292744
7.3744254306	86.2385321101
7.3899850691	86.3219349458
7.4459534865	86.4053377815
7.5019252729	86.4887406172
7.5096838685	86.5721434529
7.6255945626	86.6555462886
7.6391855332	86.7389491243
7.6434388984	86.82235196
7.6466221232	86.9057547957
7.7778560857	86.9891576314
7.7924177099	87.0725604671
7.8097758054	87.1559633028
7.9434874815	87.2393661384
7.9671791281	87.3227689741
7.9749929081	87.4061718098
7.9817671809	87.4895746455
8.0160559574	87.5729774812
8.0318260699	87.6563803169
8.0502371333	87.7397831526
8.0782515484	87.8231859883
8.094595667	87.906588824
8.2627321898	87.9899916597
8.3306104091	88.0733944954
8.3996992173	88.1567973311
8.4105037991	88.2402001668
8.4386363636	88.3236030025
8.4603729604	88.4070058382
8.4828194182	88.4904086739
8.5810012775	88.5738115096
8.62984301	88.6572143453
8.6707021792	88.740617181
8.6754231196	88.8240200167
8.6997882851	88.9074228524
8.837075126	88.9908256881
8.8691707783	89.0742285238
8.9398463678	89.1576313595
8.9411197212	89.2410341952
9.0475175425	89.3244370309
9.0494584875	89.4078398666
9.2781380523	89.4912427023
9.2842374717	89.5746455379
9.2955723973	89.6580483736
9.4569730866	89.7414512093
9.4642776549	89.824854045
9.4678267368	89.9082568807
9.4723549815	89.9916597164
9.4760629095	90.0750625521
9.4918301235	90.1584653878
9.5669687815	90.2418682235
9.6981044845	90.3252710592
9.698309656	90.4086738949
9.7527068024	90.4920767306
9.7804771243	90.5754795663
9.7986496983	90.658882402
9.8143020036	90.7422852377
9.8934706553	90.8256880734
9.8962596931	90.9090909091
9.9453375774	90.9924937448
10.2295758929	91.0758965805
10.583196914	91.1592994162
10.6452130096	91.2427022519
10.7275624004	91.3261050876
10.733876107	91.4095079233
10.7377224199	91.492910759
10.7618803386	91.5763135947
10.8378428811	91.6597164304
10.8559333796	91.7431192661
10.8978776185	91.8265221018
10.9557000515	91.9099249374
11.0211030714	91.9933277731
11.0282455187	92.0767306088
11.0310220884	92.1601334445
11.0912148793	92.2435362802
11.1644657863	92.3269391159
11.1747851003	92.4103419516
11.2578032236	92.4937447873
11.2821139868	92.577147623
11.3607929158	92.6605504587
11.5042438164	92.7439532944
11.5062196922	92.8273561301
11.5639606359	92.9107589658
11.6785523748	92.9941618015
11.7350890782	93.0775646372
12.7495473748	93.1609674729
12.7628170632	93.2443703086
12.9593072137	93.3277731443
13.0136986301	93.41117598
13.0858362055	93.4945788157
13.1223837209	93.5779816514
13.2498886053	93.6613844871
13.5052252435	93.7447873228
13.6912045889	93.8281901585
13.7659783677	93.9115929942
14.1531532437	93.9949958299
14.5740277164	94.0783986656
14.6090534979	94.1618015013
14.6824179196	94.2452043369
15.1305152032	94.3286071726
15.5481220657	94.4120100083
15.821812596	94.495412844
16.4119787294	94.5788156797
16.7861547144	94.6622185154
17.0801940065	94.7456213511
17.3407491092	94.8290241868
17.4746467165	94.9124270225
17.5600739372	94.9958298582
18.0519614947	95.0792326939
18.2496270512	95.1626355296
18.5243961133	95.2460383653
18.5556201891	95.329441201
19.4495936119	95.4128440367
19.4770925602	95.4962468724
19.6855116079	95.5796497081
19.6868008949	95.6630525438
19.7033898305	95.7464553795
19.9788327518	95.8298582152
20.3243734877	95.9132610509
20.4160364874	95.9966638866
21.8830311871	96.0800667223
22.442796471	96.163469558
22.6074799829	96.2468723937
23.3764022223	96.3302752294
23.6109289014	96.4136780651
24.4487956729	96.4970809008
24.6913580247	96.5804837364
25.9764861976	96.6638865721
26.2011845717	96.7472894078
26.7414553648	96.8306922435
26.7769197462	96.9140950792
27.1933115082	96.9974979149
27.2386191381	97.0809007506
27.2743766827	97.1643035863
27.316863003	97.247706422
27.4570947502	97.3311092577
27.6340258962	97.4145120934
27.7476155539	97.4979149291
27.8079243338	97.5813177648
28.4555333634	97.6647206005
28.9061344028	97.7481234362
29.4286271173	97.8315262719
29.9204975885	97.9149291076
30.8717260725	97.9983319433
32.1154098791	98.081734779
37.6249300107	98.1651376147
39.0417374299	98.2485404504
40.729672519	98.3319432861
45.9041010771	98.4153461218
51.2049912758	98.4987489575
64.4143351516	98.5821517932
66.9884808073	98.6655546289
81.6355448581	98.7489574646
93.8804144077	98.8323603003
97.3044073446	98.9157631359
100.1148123439	98.9991659716
110.5117726618	99.0825688073
115.5966689913	99.165971643
126.2755868343	99.2493744787
144.0918212609	99.3327773144
150.3091321611	99.4161801501
150.7554475742	99.4995829858
154.9117843176	99.5829858215
154.9389014118	99.6663886572
156.0785070164	99.7497914929
157.3434622468	99.8331943286
158.1920884776	99.9165971643
163.158125899	100
