%diff	CDF
1.2614941685	26.0216847373
1.2621296276	26.105087573
1.2659229369	26.1884904087
1.2783255492	26.2718932444
1.2853032079	26.3552960801
1.2971324292	26.4386989158
1.2971808224	26.5221017515
1.3009091581	26.6055045872
1.3016821857	26.6889074229
1.3057742782	26.7723102585
1.3059106589	26.8557130942
1.3135135135	26.9391159299
1.3164144133	27.0225187656
1.3182401345	27.1059216013
1.3195864495	27.189324437
1.3283102459	27.2727272727
1.3366641571	27.3561301084
1.3370497801	27.4395329441
1.3374770595	27.5229357798
1.3382056452	27.6063386155
1.341617639	27.6897414512
1.3461670387	27.7731442869
1.3578007922	27.8565471226
1.3635296996	27.9399499583
1.3649829524	28.023352794
1.3704259577	28.1067556297
1.3707245489	28.1901584654
1.3743492135	28.2735613011
1.3873933571	28.3569641368
1.3890551295	28.4403669725
1.4009483343	28.5237698082
1.4016813747	28.6071726439
1.40625	28.6905754796
1.4082177051	28.7739783153
1.4083275365	28.857381151
1.4149689991	28.9407839867
1.4188216476	29.0241868224
1.4207429456	29.107589658
1.4248153156	29.1909924937
1.4251066779	29.2743953294
1.4264852734	29.3577981651
1.4323649167	29.4412010008
1.444945587	29.5246038365
1.4458614247	29.6080066722
1.4496402513	29.6914095079
1.4501115837	29.7748123436
1.456265553	29.8582151793
1.4651065085	29.941618015
1.482155147	30.0250208507
1.4862564432	30.1084236864
1.4880118386	30.1918265221
1.4884389355	30.2752293578
1.4948389719	30.3586321935
1.49557751	30.4420350292
1.49559459	30.5254378649
1.4983131574	30.6088407006
1.5001854625	30.6922435363
1.5024504084	30.775646372
1.5048010671	30.8590492077
1.5058113401	30.9424520434
1.5060240964	31.0258548791
1.5129931121	31.1092577148
1.5133013519	31.1926605505
1.521926406	31.2760633862
1.5230744435	31.3594662219
1.5370017922	31.4428690575
1.5396138746	31.5262718932
1.5418179412	31.6096747289
1.5436717335	31.6930775646
1.5482721172	31.7764804003
1.5523071728	31.859883236
1.5542038249	31.9432860717
1.5553243398	32.0266889074
1.5577223256	32.1100917431
1.5603892163	32.1934945788
1.5612780498	32.2768974145
1.5620029021	32.3603002502
1.5629145462	32.4437030859
1.5632036024	32.5271059216
1.568378438	32.6105087573
1.5729769628	32.693911593
1.575274753	32.7773144287
1.5757361654	32.8607172644
1.5806462238	32.9441201001
1.5858114732	33.0275229358
1.5859396265	33.1109257715
1.589456869	33.1943286072
1.5958532488	33.2777314429
1.6037387491	33.3611342786
1.6072846041	33.4445371143
1.6129875438	33.52793995
1.6162744518	33.6113427857
1.6374411102	33.6947456214
1.6447368421	33.778148457
1.6472018463	33.8615512927
1.6617481175	33.9449541284
1.6622535083	34.0283569641
1.6642405888	34.1117597998
1.6655059668	34.1951626355
1.6684163167	34.2785654712
1.6689503537	34.3619683069
1.6728828434	34.4453711426
1.6735981308	34.5287739783
1.6753691794	34.612176814
1.6768083503	34.6955796497
1.6794454623	34.7789824854
1.6800238206	34.8623853211
1.6841958949	34.9457881568
1.6878924631	35.0291909925
1.6888952741	35.1125938282
1.6923045157	35.1959966639
1.6939673835	35.2793994996
1.7004452434	35.3628023353
1.7038952717	35.446205171
1.7041174341	35.5296080067
1.7103509551	35.6130108424
1.711482254	35.6964136781
1.7135670492	35.7798165138
1.7184194363	35.8632193495
1.7430996743	35.9466221852
1.7477684999	36.0300250209
1.749546026	36.1134278565
1.7518706803	36.1968306922
1.7531549671	36.2802335279
1.7562854254	36.3636363636
1.7587484562	36.4470391993
1.7649663161	36.530442035
1.7724157248	36.6138448707
1.7737069997	36.6972477064
1.7739295164	36.7806505421
1.7807367954	36.8640533778
1.7838832654	36.9474562135
1.7854195323	37.0308590492
1.791524936	37.1142618849
1.793398455	37.1976647206
1.794471619	37.2810675563
1.7994100295	37.364470392
1.8022181146	37.4478732277
1.8048856387	37.5312760634
1.8088642816	37.6146788991
1.8115677612	37.6980817348
1.8128810849	37.7814845705
1.8139959071	37.8648874062
1.8152504926	37.9482902419
1.8170210979	38.0316930776
1.8180339676	38.1150959133
1.8181031499	38.198498749
1.8192866579	38.2819015847
1.8199014386	38.3653044204
1.8264428981	38.448707256
1.8321273517	38.5321100917
1.8377768222	38.6155129274
1.8410753786	38.6989157631
1.8472528284	38.7823185988
1.8490678067	38.8657214345
1.850294365	38.9491242702
1.8524073021	39.0325271059
1.8550955414	39.1159299416
1.8557871776	39.1993327773
1.8593961628	39.282735613
1.8644859813	39.3661384487
1.8886493342	39.4495412844
1.8948983506	39.5329441201
1.8958459514	39.6163469558
1.8978889517	39.6997497915
1.8988940575	39.7831526272
1.901810903	39.8665554629
1.9065555038	39.9499582986
1.907485111	40.0333611343
1.9154594885	40.11676397
1.9164553135	40.2001668057
1.9248776595	40.2835696414
1.9262555626	40.3669724771
1.9300472221	40.4503753128
1.9522499945	40.5337781485
1.9527446056	40.6171809842
1.9555400893	40.7005838198
1.9590945343	40.7839866555
1.9606758663	40.8673894912
1.961994077	40.9507923269
1.9656232123	41.0341951626
1.9673807034	41.1175979983
1.9725629938	41.201000834
1.9782303371	41.2844036697
1.9847845137	41.3678065054
1.9931079445	41.4512093411
1.9970780215	41.5346121768
1.9984326019	41.6180150125
2.0077060482	41.7014178482
2.0171654785	41.7848206839
2.028091146	41.8682235196
2.0301766118	41.9516263553
2.0326195495	42.035029191
2.0379008245	42.1184320267
2.0394289599	42.2018348624
2.0395202704	42.2852376981
2.0469277131	42.3686405338
2.055630797	42.4520433695
2.0619881944	42.5354462052
2.0626277756	42.6188490409
2.0737346444	42.7022518766
2.0775455973	42.7856547123
2.0802950527	42.869057548
2.0813593415	42.9524603837
2.0835813787	43.0358632193
2.0843066087	43.119266055
2.0855723705	43.2026688907
2.0857226878	43.2860717264
2.0883511377	43.3694745621
2.088772846	43.4528773978
2.0939036067	43.5362802335
2.0946465837	43.6196830692
2.0962270273	43.7030859049
2.0980525519	43.7864887406
2.1151545013	43.8698915763
2.1153467552	43.953294412
2.1163539625	44.0366972477
2.1180810765	44.1201000834
2.1237417678	44.2035029191
2.1301620491	44.2869057548
2.1370743465	44.3703085905
2.1407934279	44.4537114262
2.1433350449	44.5371142619
2.1456006618	44.6205170976
2.1457770116	44.7039199333
2.1473555192	44.787322769
2.1528711049	44.8707256047
2.1535063501	44.9541284404
2.154200451	45.0375312761
2.1561469027	45.1209341118
2.1729689353	45.2043369475
2.1805638465	45.2877397832
2.1829170471	45.3711426188
2.1862508283	45.4545454545
2.1940590675	45.5379482902
2.2022019283	45.6213511259
2.2059958628	45.7047539616
2.2075581922	45.7881567973
2.2104535001	45.871559633
2.2168516299	45.9549624687
2.2235872236	46.0383653044
2.231320931	46.1217681401
2.2349389447	46.2051709758
2.2390734078	46.2885738115
2.2503345925	46.3719766472
2.2527069187	46.4553794829
2.2541218932	46.5387823186
2.2547000307	46.6221851543
2.2621246454	46.70558799
2.267443712	46.7889908257
2.2704975138	46.8723936614
2.2710770472	46.9557964971
2.2746211537	47.0391993328
2.2920560748	47.1226021685
2.2967540587	47.2060050042
2.2969009506	47.2894078399
2.3031241184	47.3728106756
2.3059265442	47.4562135113
2.306697679	47.539616347
2.3136214383	47.6230191827
2.3162181702	47.7064220183
2.3228766194	47.789824854
2.3239605739	47.8732276897
2.3276708008	47.9566305254
2.3287942349	48.0400333611
2.3306239415	48.1234361968
2.3337845043	48.2068390325
2.3339439582	48.2902418682
2.3355500988	48.3736447039
2.3406374502	48.4570475396
2.3455790785	48.5404503753
2.3466509286	48.623853211
2.3502454992	48.7072560467
2.3506928674	48.7906588824
2.3561250414	48.8740617181
2.3561868739	48.9574645538
2.3572492552	49.0408673895
2.3610569915	49.1242702252
2.3801393426	49.2076730609
2.3831800637	49.2910758966
2.3850314201	49.3744787323
2.3929133033	49.457881568
2.4051136452	49.5412844037
2.4120213189	49.6246872394
2.4200818902	49.7080900751
2.4303568462	49.7914929108
2.4334087744	49.8748957465
2.4395502277	49.9582985822
2.4458429045	50.0417014178
2.4465897407	50.1251042535
2.459769637	50.2085070892
2.4638452891	50.2919099249
2.4692798571	50.3753127606
2.4774084745	50.4587155963
2.4792418999	50.542118432
2.4798712378	50.6255212677
2.4807929154	50.7089241034
2.4833576035	50.7923269391
2.4854826383	50.8757297748
2.4904015773	50.9591326105
2.4993815067	51.0425354462
2.5014583333	51.1259382819
2.5080685724	51.2093411176
2.5093713323	51.2927439533
2.5093877551	51.376146789
2.5103064359	51.4595496247
2.5127790303	51.5429524604
2.5293237041	51.6263552961
2.5383032243	51.7097581318
2.5422491719	51.7931609675
2.5443775724	51.8765638032
2.5536536462	51.9599666389
2.555078218	52.0433694746
2.5563989596	52.1267723103
2.5584953777	52.210175146
2.5629059721	52.2935779817
2.5642635197	52.3769808173
2.5656987113	52.460383653
2.5752253616	52.5437864887
2.5777542618	52.6271893244
2.5897736491	52.7105921601
2.591963192	52.7939949958
2.5936525783	52.8773978315
2.6019045169	52.9608006672
2.6085673306	53.0442035029
2.6090213859	53.1276063386
2.6113807773	53.2110091743
2.6209160794	53.29441201
2.6317635095	53.3778148457
2.6322811739	53.4612176814
2.6325678438	53.5446205171
2.6405091682	53.6280233528
2.6420961882	53.7114261885
2.6578418324	53.7948290242
2.658748859	53.8782318599
2.6779706634	53.9616346956
2.6788664752	54.0450375313
2.6793590875	54.128440367
2.6992097465	54.2118432027
2.7141912651	54.2952460384
2.7186665588	54.3786488741
2.7242570208	54.4620517098
2.7394883218	54.5454545455
2.7447764387	54.6288573812
2.7469135802	54.7122602168
2.756582155	54.7956630525
2.7897895726	54.8790658882
2.7924274578	54.9624687239
2.8286587171	55.0458715596
2.8392773373	55.1292743953
2.8420104615	55.212677231
2.8481148256	55.2960800667
2.8539823009	55.3794829024
2.8548696845	55.4628857381
2.8565619429	55.5462885738
2.8570060928	55.6296914095
2.8578852848	55.7130942452
2.8722690605	55.7964970809
2.875435768	55.8798999166
2.8764447813	55.9633027523
2.8812760802	56.046705588
2.8845168562	56.1301084237
2.8906577294	56.2135112594
2.8949641444	56.2969140951
2.9004165465	56.3803169308
2.9124329261	56.4637197665
2.9133706348	56.5471226022
2.9225550223	56.6305254379
2.9267290948	56.7139282736
2.9290601368	56.7973311093
2.932231956	56.880733945
2.9347778089	56.9641367807
2.9619679986	57.0475396163
2.9701963178	57.130942452
2.9707069662	57.2143452877
2.9715478987	57.2977481234
2.9813121807	57.3811509591
3.0045476188	57.4645537948
3.0072498157	57.5479566305
3.0176602336	57.6313594662
3.0183321421	57.7147623019
3.0188269055	57.7981651376
3.0209160536	57.8815679733
3.0264290944	57.964970809
3.0315969257	58.0483736447
3.032681873	58.1317764804
3.0333968154	58.2151793161
3.0341808385	58.2985821518
3.0372509058	58.3819849875
3.0416429995	58.4653878232
3.0487647278	58.5487906589
3.0531746265	58.6321934946
3.065367064	58.7155963303
3.0922000412	58.798999166
3.0968397005	58.8824020017
3.1219137496	58.9658048374
3.1222212114	59.0492076731
3.1239754071	59.1326105088
3.1270817419	59.2160133445
3.1344827586	59.2994161802
3.1419705198	59.3828190158
3.1422185588	59.4662218515
3.1434022869	59.5496246872
3.1443207914	59.6330275229
3.1464622265	59.7164303586
3.1498486636	59.7998331943
3.164556962	59.88323603
3.1653814089	59.9666388657
3.1926681018	60.0500417014
3.1939551744	60.1334445371
3.1973772697	60.2168473728
3.201475808	60.3002502085
3.2094538444	60.3836530442
3.2185626486	60.4670558799
3.2315340909	60.5504587156
3.2515568657	60.6338615513
3.2563930658	60.717264387
3.2578745475	60.8006672227
3.2650027655	60.8840700584
3.2678843677	60.9674728941
3.2681323226	61.0508757298
3.2777620797	61.1342785655
3.2808533621	61.2176814012
3.2887458514	61.3010842369
3.2934022794	61.3844870726
3.3016690817	61.4678899083
3.3022010142	61.551292744
3.3416875522	61.6346955796
3.3446771379	61.7180984153
3.3584107447	61.801501251
3.3786348332	61.8849040867
3.3827138145	61.9683069224
3.3864389498	62.0517097581
3.3947006697	62.1351125938
3.4040481324	62.2185154295
3.4178361249	62.3019182652
3.4213584483	62.3853211009
3.4309721088	62.4687239366
3.4327910283	62.5521267723
3.4378420138	62.635529608
3.4531188701	62.7189324437
3.4560526637	62.8023352794
3.4599503874	62.8857381151
3.4608537062	62.9691409508
3.4634221588	63.0525437865
3.4653395553	63.1359466222
3.4696296637	63.2193494579
3.4715004811	63.3027522936
3.4817252169	63.3861551293
3.5023351187	63.469557965
3.5066676885	63.5529608007
3.5388927821	63.6363636364
3.5478766844	63.7197664721
3.569753336	63.8031693078
3.5773573891	63.8865721435
3.5781067606	63.9699749791
3.5835877997	64.0533778148
3.5895191521	64.1367806505
3.5953863572	64.2201834862
3.5954778526	64.3035863219
3.5961808753	64.3869891576
3.6174238501	64.4703919933
3.6191964316	64.553794829
3.6233300749	64.6371976647
3.6454583586	64.7206005004
3.6483969926	64.8040033361
3.6506455071	64.8874061718
3.6545539718	64.9708090075
3.6586082241	65.0542118432
3.6596114816	65.1376146789
3.6632643634	65.2210175146
3.6650868026	65.3044203503
3.6661992096	65.387823186
3.6710391344	65.4712260217
3.6746547727	65.5546288574
3.6774634146	65.6380316931
3.6782280767	65.7214345288
3.6887105465	65.8048373645
3.701863354	65.8882402002
3.7091180847	65.9716430359
3.7121189591	66.0550458716
3.7129738412	66.1384487073
3.7190191598	66.221851543
3.7192265099	66.3052543786
3.7236978268	66.3886572143
3.7296702401	66.47206005
3.7304857973	66.5554628857
3.7475044883	66.6388657214
3.7594451118	66.7222685571
3.7599953532	66.8056713928
3.7657656704	66.8890742285
3.7745740498	66.9724770642
3.7820069204	67.0558798999
3.7900636665	67.1392827356
3.7959143212	67.2226855713
3.7991563129	67.306088407
3.8194153105	67.3894912427
3.8321400159	67.4728940784
3.8371950472	67.5562969141
3.8437223416	67.6396997498
3.8492420872	67.7231025855
3.8493597357	67.8065054212
3.8623112962	67.8899082569
3.8680083276	67.9733110926
3.8723833244	68.0567139283
3.8847330306	68.140116764
3.9219641519	68.2235195997
3.9280832149	68.3069224354
3.9300577527	68.3903252711
3.9354939967	68.4737281068
3.9496216647	68.5571309425
3.9527073527	68.6405337781
3.9723225334	68.7239366138
3.9791044776	68.8073394495
3.9856923863	68.8907422852
3.9942678478	68.9741451209
3.9961957462	69.0575479566
3.9986284669	69.1409507923
4.0011404676	69.224353628
4.0048909181	69.3077564637
4.0156508618	69.3911592994
4.0237217936	69.4745621351
4.0295372426	69.5579649708
4.0330117539	69.6413678065
4.036550157	69.7247706422
4.0395358831	69.8081734779
4.0580467024	69.8915763136
4.0605123759	69.9749791493
4.0639785785	70.058381985
4.0702135446	70.1417848207
4.0725039515	70.2251876564
4.0933695231	70.3085904921
4.0948581381	70.3919933278
4.0976438548	70.4753961635
4.0980377135	70.5587989992
4.1024090313	70.6422018349
4.1043260326	70.7256046706
4.1095775639	70.8090075063
4.1335315427	70.892410342
4.1356464248	70.9758131776
4.1554432165	71.0592160133
4.1634448096	71.142618849
4.1862379202	71.2260216847
4.1972364533	71.3094245204
4.2067276337	71.3928273561
4.2084651303	71.4762301918
4.2353193227	71.5596330275
4.2393082496	71.6430358632
4.2662116041	71.7264386989
4.2735042735	71.8098415346
4.28196377	71.8932443703
4.3057655421	71.976647206
4.3364912988	72.0600500417
4.3630750232	72.1434528774
4.3821073104	72.2268557131
4.3941701109	72.3102585488
4.4076733891	72.3936613845
4.4113936977	72.4770642202
4.4205567969	72.5604670559
4.4234686274	72.6438698916
4.4367559524	72.7272727273
4.4652781134	72.810675563
4.4677638341	72.8940783987
4.5233289802	72.9774812344
4.5379362992	73.0608840701
4.5449163309	73.1442869058
4.5563380282	73.2276897415
4.5582047686	73.3110925771
4.5586624589	73.3944954128
4.5603207259	73.4778982485
4.5724567416	73.5613010842
4.5799528919	73.6447039199
4.5884202558	73.7281067556
4.5921738554	73.8115095913
4.6292700306	73.894912427
4.6346646091	73.9783152627
4.6517101777	74.0617180984
4.6522339936	74.1451209341
4.6616509212	74.2285237698
4.664515358	74.3119266055
4.6682999953	74.3953294412
4.7045310425	74.4787322769
4.7166952833	74.5621351126
4.7215484715	74.6455379483
4.7357829919	74.728940784
4.7358805991	74.8123436197
4.7407643388	74.8957464554
4.7563656347	74.9791492911
4.7656068018	75.0625521268
4.7770666893	75.1459549625
4.7922741145	75.2293577982
4.7939875775	75.3127606339
4.8038868364	75.3961634696
4.8072805139	75.4795663053
4.8845685264	75.562969141
4.8929823499	75.6463719766
4.9229119681	75.7297748123
4.9409168565	75.813177648
4.9838445814	75.8965804837
4.9978194505	75.9799833194
4.9982147411	76.0633861551
5.0102381523	76.1467889908
5.0204229782	76.2301918265
5.0549563607	76.3135946622
5.055151555	76.3969974979
5.0805582253	76.4804003336
5.0848100066	76.5638031693
5.0880763562	76.647206005
5.0909836066	76.7306088407
5.1033217841	76.8140116764
5.138198898	76.8974145121
5.1659316029	76.9808173478
5.177141679	77.0642201835
5.2197846808	77.1476230192
5.2278134237	77.2310258549
5.2586128932	77.3144286906
5.2589273498	77.3978315263
5.2670970156	77.481234362
5.2697503131	77.5646371977
5.2878904703	77.6480400334
5.2909363393	77.7314428691
5.3187262303	77.8148457048
5.3393806085	77.8982485405
5.3468819936	77.9816513761
5.3586292012	78.0650542118
5.3942349476	78.1484570475
5.4098394486	78.2318598832
5.4135797575	78.3152627189
5.4252753143	78.3986655546
5.4263945578	78.4820683903
5.426527364	78.565471226
5.4341775675	78.6488740617
5.4353187572	78.7322768974
5.438666612	78.8156797331
5.4498545431	78.8990825688
5.5034690226	78.9824854045
5.5187578772	79.0658882402
5.523255814	79.1492910759
5.5408328826	79.2326939116
5.5510040599	79.3160967473
5.6012477521	79.399499583
5.6264288168	79.4829024187
5.6311364174	79.5663052544
5.6546564284	79.6497080901
5.6629442105	79.7331109258
5.7132867133	79.8165137615
5.7233253905	79.8999165972
5.738553366	79.9833194329
5.7463745757	80.0667222686
5.7700024075	80.1501251043
5.7826621142	80.23352794
5.7890013055	80.3169307756
5.7899967992	80.4003336113
5.7996485062	80.483736447
5.8166476347	80.5671392827
5.8306762563	80.6505421184
5.8433818434	80.7339449541
5.8546055349	80.8173477898
5.8621815807	80.9007506255
5.8805044024	80.9841534612
5.8953778024	81.0675562969
5.9235392527	81.1509591326
5.9311443138	81.2343619683
5.9471155376	81.317764804
6.0468103052	81.4011676397
6.0754065162	81.4845704754
6.0889066388	81.5679733111
6.1100818094	81.6513761468
6.1485319516	81.7347789825
6.1783194355	81.8181818182
6.2054883045	81.9015846539
6.2123285138	81.9849874896
6.2131029389	82.0683903253
6.2163446927	82.151793161
6.2411832599	82.2351959967
6.2450283628	82.3185988324
6.2592438806	82.4020016681
6.2835113218	82.4854045038
6.2852765683	82.5688073394
6.3029371183	82.6522101751
6.3147043664	82.7356130108
6.3350683149	82.8190158465
6.3458662969	82.9024186822
6.3712380781	82.9858215179
6.3848371311	83.0692243536
6.3894055004	83.1526271893
6.446731858	83.236030025
6.4603956236	83.3194328607
6.488193017	83.4028356964
6.5007783655	83.4862385321
6.5287231146	83.5696413678
6.538998388	83.6530442035
6.5634701998	83.7364470392
6.6304902579	83.8198498749
6.6888425912	83.9032527106
6.7292978208	83.9866555463
6.7442308703	84.070058382
6.7463863338	84.1534612177
6.7616577156	84.2368640534
6.7740909091	84.3202668891
6.785879057	84.4036697248
6.8181818182	84.4870725605
6.827776969	84.5704753962
