Query Sequence	ReCache	Parquet/Greedy	Columnar/Greedy	Columnar/LRU
642	2920.2	3145.95	6908.25	7920.78
643	2920.54	3148	6908.6	7920.83
644	2920.79	3148.25	6913.84	7926.08
645	2921.22	3148.28	6914.27	7926.21
646	2921.67	3150.42	6914.72	7926.36
647	2921.7	3150.44	6914.75	7929.09
648	2921.78	3150.59	6914.83	7941.94
649	2921.85	3150.85	6914.9	7942.48
650	2921.94	3151.71	6914.99	7946.89
651	2922.02	3151.96	6915.07	7946.9
652	2922.09	3152.22	6915.14	7947.41
653	2931.76	3161.88	6916.88	7948.23
654	2931.78	3161.91	6919.45	7950.81
655	2931.8	3161.93	6919.46	7950.83
656	2931.97	3161.95	6919.63	7950.84
657	2932.94	3172.06	6952.84	7993.83
658	2933.11	3172.09	6953.01	7993.85
659	2933.19	3172.34	6953.08	7993.86
660	2934.12	3182.09	7003.81	7993.96
661	2949.5	3193.53	7037.8	8028.59
662	2949.53	3193.62	7037.83	8033.98
663	2949.62	3193.88	7037.92	8034.01
664	2949.72	3194.13	7038.01	8044.31
665	2949.79	3194.38	7038.08	8044.32
666	2950.03	3195.44	7038.32	8056.92
667	2950.05	3195.46	7038.34	8059.34
668	2959.73	3205.15	7038.39	8106.48
669	2959.83	3205.41	7038.49	8106.5
670	2969.32	3215.01	7112.09	8180.88
671	2969.39	3215.26	7112.16	8180.89
672	2979	3224.89	7113.14	8210.21
673	2979.08	3225.14	7113.22	8220.65
674	2979.27	3226.19	7113.41	8222.75
675	2979.73	3226.21	7113.86	8235.31
676	2979.8	3226.47	7113.94	8235.32
677	2979.88	3226.73	7114.01	8235.86
678	2980.04	3227.74	7114.17	8235.88
679	2980.12	3227.98	7114.25	8235.89
680	2989.46	3237.37	7177.34	8235.99
681	2998.7	3246.75	7233.63	8293.1
682	2998.72	3246.77	7233.65	8298.67
683	2999.19	3248.89	7234.12	8302.89
684	2999.39	3249.93	7234.31	8302.93
685	2999.43	3250.04	7234.35	8303.12
686	2999.78	3252.1	7234.7	8303.16
687	2999.96	3252.13	7234.88	8303.19
688	3000.04	3252.37	7234.95	8313.78
689	3000.11	3252.63	7235.03	8313.79
690	3000.21	3252.66	7235.12	8362.37
691	3000.28	3252.89	7235.2	8362.86
692	3000.3	3252.92	7235.21	8365.24
693	3001.21	3253.84	7237.55	8370.88
694	3001.28	3254.1	7237.63	8371.43
695	3001.34	3254.15	7270.04	8398.23
696	3001.41	3254.41	7270.11	8408.96
697	3001.49	3254.66	7270.19	8408.98
698	3001.52	3254.76	7270.22	8408.98
699	3002	3254.79	7270.7	8409.16
700	3002.09	3255.6	7270.88	8413.55
701	3002.12	3255.63	7270.94	8419.38
702	3002.16	3255.73	7271.02	8419.39
703	3002.2	3255.77	7271.1	8423.75
704	3002.24	3255.88	7271.18	8423.76
705	3002.32	3256.13	7271.31	8423.77
706	3002.39	3256.37	7271.43	8423.79
707	3002.46	3256.62	7271.56	8424.33
708	3002.55	3256.75	7271.68	8424.35
709	3003	3258.85	7272.24	8424.5
710	3003.97	3268.97	7340.41	8492.62
711	3004.07	3269.83	7340.51	8500.65
712	3004.25	3270.84	7340.68	8500.67
713	3004.28	3270.9	7340.71	8500.68
714	3004.32	3270.99	7340.75	8500.69
715	3004.5	3271.01	7340.92	8500.72
716	3004.69	3272.06	7341.11	8500.76
717	3014.16	3281.69	7342.85	8501.66
718	3014.28	3281.82	7343.14	8504.18
719	3014.35	3282.07	7343.22	8504.19
720	3014.46	3282.32	7343.32	8504.22
721	3014.64	3283.34	7343.5	8504.24
722	3014.73	3283.37	7345.44	8511.48
723	3014.8	3283.62	7345.51	8511.5
724	3014.88	3283.87	7345.58	8511.51
725	3014.97	3284.72	7345.68	8513.55
726	3015.04	3284.96	7345.75	8513.57
727	3015.07	3284.99	7345.76	8519.21
728	3015.15	3285.23	7345.85	8519.23
729	3015.19	3285.27	7345.86	8521.44
730	3015.41	3286.3	7346.08	8521.52
731	3015.45	3286.4	7346.12	8521.53
732	3015.5	3286.45	7346.13	8521.57
733	3031	3297.83	7420.25	8595.35
734	3031.03	3297.85	7420.27	8595.39
735	3042.92	3309.42	7431	8605.97
736	3052.05	3318.59	7461.65	8657.7
737	3052.12	3318.85	7461.72	8657.72
738	3061.32	3328.21	7462.7	8657.83
739	3061.37	3328.31	7462.74	8657.84
740	3062.34	3338.43	7494.94	8685.93
741	3062.58	3338.68	7495.55	8686.47
742	3062.66	3338.94	7495.62	8686.48
743	3063.62	3349.17	7534.34	8686.59
744	3064.59	3359.42	7573.02	8686.7
745	3064.84	3359.67	7573.09	8686.71
746	3065.02	3360.68	7573.27	8686.74
747	3065.09	3360.92	7573.34	8686.75
748	3065.34	3361.18	7573.42	8686.76
749	3065.59	3361.43	7573.92	8691.77
750	3081.23	3372.97	7603.53	8718.67
751	3081.69	3373	7604	8729.35
752	3097.11	3384.47	7638.41	8763.25
753	3097.22	3384.49	7638.52	8771.77
754	3097.46	3384.75	7638.59	8771.78
755	3097.57	3384.77	7638.7	8774.09
756	3097.6	3384.79	7638.72	8776.34
757	3097.67	3385.04	7638.79	8776.35
758	3098.04	3385.43	7639.56	8779.61
759	3113.23	3396.68	7669.19	8807.45
760	3113.27	3396.78	7669.22	8807.45
761	3113.34	3397.04	7669.29	8807.47
762	3114.3	3407.01	7697.36	8807.57
763	3114.37	3407.27	7697.43	8818.15
764	3114.45	3407.53	7697.51	8818.66
765	3114.69	3407.78	7697.58	8818.67
766	3114.72	3407.81	7697.65	8819.4
767	3114.89	3408.83	7697.82	8819.43
768	3116.64	3419.22	7697.88	8820.99
769	3117.11	3421.34	7698.62	8825.33
770	3118.08	3431.44	7748.43	8825.44
771	3118.15	3431.68	7748.5	8825.45
772	3118.74	3432.27	7753.17	8830.23
773	3118.83	3433.12	7753.26	8834.64
774	3119.07	3433.38	7753.33	8834.65
775	3119.55	3433.41	7753.81	8834.81
776	3119.71	3433.57	7753.89	8834.83
777	3119.8	3433.82	7753.98	8834.85
778	3124.45	3438.56	7758.72	8839.42
779	3124.5	3438.61	7758.74	8841.67
780	3125.4	3439.52	7764.31	8847.29
781	3134.93	3449.16	7766.05	8894.15
782	3144.39	3458.91	7767.78	8896.37
783	3144.88	3458.94	7768.26	8896.72
784	3144.96	3459.02	7768.43	8896.93
785	3145.21	3459.28	7768.51	8896.95
786	3145.28	3459.52	7768.58	8907.1
787	3145.52	3459.77	7768.65	8907.11
788	3146.49	3469.88	7818.82	8907.22
789	3146.99	3472.07	7819.51	8920.05
790	3147.01	3472.09	7819.56	8926.52
791	3156.15	3481.38	7820.52	8984.05
792	3156.21	3481.89	7820.58	8989.98
793	3156.24	3481.99	7820.62	8989.99
794	3156.43	3483.04	7820.8	8990.03
795	3156.93	3483.07	7821.3	8994.12
796	3172.22	3494.41	7822.17	9051.25
797	3172.24	3494.43	7822.19	9056.86
798	3172.27	3494.46	7822.2	9062.89
799	3172.39	3494.59	7822.28	9062.91
800	3173.37	3505.13	7854.45	9063.02
801	3173.44	3505.37	7854.53	9063.03
802	3173.8	3507.47	7854.89	9063.08
803	3183.49	3517.17	7856.4	9064.58
804	3183.53	3517.19	7863.44	9071.64
805	3183.61	3517.31	7863.52	9072.15
806	3198.98	3528.58	7932.19	9104.35
807	3199	3528.6	7932.24	9104.82
808	3199.08	3528.69	7932.27	9107.15
809	3199.12	3528.78	7932.31	9107.16
810	3207.62	3537.44	7988.57	9164.15
811	3207.67	3537.54	7988.62	9164.16
812	3207.76	3538.36	7988.7	9170.48
813	3207.84	3538.45	7988.73	9175.05
814	3208.2	3538.83	7988.79	9178.62
815	3208.39	3538.86	7988.98	9189.56
816	3218.11	3548.54	7989.06	9235.98
817	3227.83	3558.26	7989.15	9265.89
818	3227.92	3558.51	7989.24	9265.91
819	3228.01	3558.76	7989.32	9265.93
820	3243.29	3570.1	8045.09	9266.04
821	3243.48	3570.12	8045.28	9277.02
822	3244.08	3570.73	8045.35	9277.04
823	3244.32	3570.98	8045.42	9287.82
824	3244.38	3571.5	8045.48	9292.89
825	3244.63	3571.76	8045.56	9303.55
826	3244.67	3571.87	8045.6	9303.57
827	3244.69	3571.89	8045.62	9305.99
828	3254.05	3581.29	8097.36	9306.1
829	3254.1	3581.35	8097.38	9311.62
830	3254.18	3581.43	8097.4	9311.75
831	3254.23	3581.54	8097.44	9311.77
832	3254.26	3581.58	8097.46	9313.97
833	3254.36	3581.83	8097.55	9324.18
834	3254.38	3581.85	8097.57	9324.32
835	3254.4	3581.87	8097.71	9324.33
836	3254.49	3582.69	8097.8	9326.27
837	3254.51	3582.71	8097.82	9326.31
838	3264.14	3592.34	8171.64	9326.43
839	3273.49	3601.74	8223.46	9378.24
840	3273.57	3602	8223.53	9378.78
841	3273.63	3602.52	8223.59	9380.05
842	3273.81	3602.55	8223.77	9393.02
843	3273.85	3602.64	8223.8	9393.03
844	3273.92	3602.89	8223.88	9393.04
845	3283.61	3613.27	8255.75	9423.62
846	3283.74	3613.4	8255.83	9435.38
847	3283.77	3613.5	8255.86	9435.38
848	3283.81	3613.53	8255.88	9435.83
849	3283.84	3613.56	8255.89	9435.83
850	3293.67	3623.24	8255.97	9482.12
851	3294.59	3624.17	8258.36	9488.91
852	3303.93	3633.58	8309.94	9518.58
853	3304.02	3634.32	8310.03	9548.39
854	3304.05	3634.42	8310.06	9548.4
855	3313.25	3643.78	8338.45	9578.02
856	3321.81	3652.51	8339.3	9578.11
857	3321.88	3652.77	8339.37	9578.12
858	3321.9	3652.79	8339.43	9580.46
859	3321.98	3653.03	8339.5	9580.47
860	3322.2	3654.06	8339.71	9591.95
861	3322.27	3654.31	8339.78	9591.96
862	3322.33	3654.37	8340.88	9592.13
863	3328.78	3660.76	8347.26	9598.49
864	3329.13	3662.83	8347.6	9611.92
865	3329.37	3663.08	8347.68	9623
866	3329.41	3663.18	8347.71	9623.01
867	3329.48	3663.43	8347.79	9623.02
868	3329.58	3663.68	8347.88	9623.04
869	3338.71	3672.85	8410.16	9623.14
870	3338.79	3673.1	8410.23	9623.15
871	3338.98	3674.14	8410.42	9625.16
872	3339.23	3674.4	8410.49	9625.73
873	3339.3	3674.66	8410.56	9625.74
874	3339.39	3675.41	8410.64	9631.76
875	3339.62	3675.65	8410.73	9631.78
876	3339.87	3675.91	8410.83	9631.8
877	3349.22	3685.32	8462.74	9631.91
878	3349.26	3685.41	8462.78	9631.92
879	3349.28	3685.44	8463.1	9638.48
880	3349.35	3685.69	8463.18	9638.49
881	3364.62	3697.01	8491.66	9673.31
882	3365.53	3697.95	8491.76	9677.85
883	3365.6	3698.06	8491.82	9687.87
884	3366.08	3698.1	8492.3	9698.47
885	3366.16	3698.23	8492.38	9698.48
886	3375.89	3707.93	8523.7	9699.31
887	3376.07	3707.95	8523.87	9699.34
888	3376.09	3707.97	8524.1	9699.54
889	3376.12	3708	8524.11	9701.79
890	3376.17	3708.05	8524.13	9706.29
891	3376.25	3708.13	8528.8	9711
892	3377.28	3708.18	8593.23	9774.97
893	3377.35	3708.44	8593.3	9774.98
894	3377.41	3708.96	8593.36	9780.05
895	3377.49	3709.22	8593.43	9780.07
896	3444.49	3776.15	8660.88	9847.81
897	3454.17	3785.84	8660.97	9848.64
898	3463.66	3795.5	8662.7	9849.8
899	3463.74	3795.75	8662.77	9849.82
900	3464.24	3797.9	8663.27	9854.07
901	3464.32	3798.03	8663.35	9854.59
902	3473.44	3807.69	8700.74	9893.12
903	3483.07	3817.31	8774.98	9893.23
904	3483.14	3817.57	8775.05	9893.24
905	3483.49	3819.62	8775.4	9893.29
906	3483.56	3819.88	8775.47	9893.3
907	3484.03	3822.02	8775.93	9893.31
908	3484.16	3822.1	8775.95	9895.7
909	3493.62	3831.57	8838.44	9895.81
910	3503.1	3841.18	8839.42	9970.02
911	3503.14	3841.24	8839.46	9974.03
912	3503.22	3841.27	8839.48	9974.1
913	3503.85	3841.52	8839.55	9985.21
914	3503.92	3841.78	8839.63	9985.22
915	3504.11	3842.8	8839.81	9985.23
916	3504.18	3843.05	8839.88	9985.24
917	3504.21	3843.07	8839.89	9990.84
918	3504.31	3844.02	8839.99	9996.55
919	3545.48	3855.48	8874.39	10030.6
920	3554.58	3865.11	8925.26	10030.7
921	3554.65	3865.37	8925.33	10030.7
922	3554.83	3865.39	8925.49	10041.7
923	3554.88	3865.44	8958.88	10041.8
924	3555.22	3865.47	8959.22	10041.8
925	3555.28	3865.98	8959.28	10041.8
926	3564.7	3876.09	8982.05	10042.7
927	3564.74	3876.12	8982.06	10044.9
928	3565.66	3877.06	8982.16	10051.7
929	3565.84	3878.08	8982.33	10060.1
930	3565.91	3878.34	8982.4	10060.6
931	3565.95	3878.44	8982.44	10060.7
932	3566.02	3878.68	8982.51	10060.7
933	3566.1	3878.93	8982.58	10060.7
934	3566.17	3879.18	8982.65	10060.7
935	3566.25	3879.42	8982.73	10060.7
936	3575.68	3888.88	9020.06	10060.8
937	3584.98	3898.31	9021.03	10117.6
938	3585.16	3899.32	9021.21	10117.6
939	3585.4	3899.35	9021.45	10117.8
940	3585.77	3899.73	9021.46	10120.3
941	3585.84	3899.97	9021.53	10131.5
942	3595.46	3909.6	9095.67	10131.6
943	3595.49	3909.62	9095.69	10131.7
944	3596.51	3909.67	9127.72	10159.2
945	3596.59	3909.8	9127.8	10170.8
946	3606.06	3919.43	9129.54	10198.7
947	3606.1	3919.48	9129.56	10204.2
948	3606.56	3921.58	9130	10214.6
949	3606.64	3921.83	9130.09	10225.5
950	3607.59	3933.18	9186.39	10225.6
951	3608.55	3944.52	9214.39	10225.7
952	3608.67	3944.65	9216.91	10228.2
953	3609.62	3956.02	9288.99	10228.3
954	3609.8	3956.04	9289.17	10251.7
955	3610.75	3967.44	9318.3	10251.8
956	3610.77	3967.46	9318.32	10254.2
957	3610.79	3967.48	9318.33	10254.2
958	3610.87	3967.74	9318.41	10254.7
959	3611.82	3979.09	9389.35	10254.9
960	3620.94	3988.75	9419.32	10291.1
961	3621.42	3988.79	9419.8	10295
962	3621.88	3988.82	9420.25	10295.2
963	3621.96	3989.08	9420.33	10295.2
964	3631.58	3998.71	9494.8	10369.6
965	3631.79	3998.74	9494.99	10369.7
966	3631.98	3998.76	9495.18	10380.6
967	3632.35	3998.79	9495.54	10380.7
968	3634.04	4010.41	9495.64	10381.5
969	3643.1	4019.48	9570.9	10455.6
970	3643.17	4019.73	9570.97	10455.6
971	3643.25	4019.99	9571.04	10456.2
972	3652.67	4029.43	9633.57	10519.4
973	3652.7	4029.45	9640.01	10525.9
974	3652.92	4030.48	9640.22	10537.4
975	3652.99	4030.74	9640.29	10547.7
976	3653.07	4030.98	9640.36	10547.7
977	3653.41	4031	9640.71	10547.7
978	3653.51	4031.25	9640.8	10547.7
979	3654.46	4042.62	9697.81	10547.8
980	3654.64	4043.63	9697.99	10547.9
981	3654.73	4043.89	9698.06	10547.9
982	3664	4053.31	9699.04	10548
983	3673.21	4062.58	9750.55	10600.2
984	3673.43	4063.61	9750.77	10602.2
985	3673.47	4063.7	9750.8	10607.6
986	3673.55	4063.95	9750.88	10608.1
987	3683.04	4073.58	9752.61	10609
988	3683.14	4074.44	9758.89	10615.4
989	3692.62	4084.09	9760.63	10616.2
990	3693.54	4085.02	9760.73	10623
991	3693.73	4086.06	9760.92	10623
992	3703.08	4095.47	9791.57	10654.1
993	3703.1	4095.5	9791.59	10656.4
994	3703.18	4095.55	9791.6	10658.6
995	3712.47	4104.88	9854.17	10658.7
996	3712.54	4104.95	9854.19	10661
997	3713.48	4116.23	9887.15	10715.4
998	3713.56	4116.49	9887.23	10715.4
999	3713.62	4116.55	9888.33	10715.6
1000	3713.96	4118.6	9888.67	10729.2
1001	3714.46	4120.79	9889.17	10741.9
1002	3714.54	4121.05	9889.24	10752.2
1003	3714.56	4121.07	9894.57	10757.6
1004	3724.17	4130.69	9969.35	10757.7
1005	3724.66	4132.87	9969.84	10762
1006	3724.68	4132.95	9969.86	10764.4
1007	3725.03	4135.01	9970.2	10764.5
1008	3725.61	4135.6	9971.68	10769.3
1009	3734.76	4145.28	10010.1	10807.9
1010	3734.8	4145.33	10010.1	10812.3
1011	3744.15	4154.75	10037.8	10812.4
1012	3753.61	4164.39	10039.5	10859.3
1013	3753.68	4164.63	10039.6	10869.5
1014	3753.72	4164.73	10039.6	10872.2
1015	3754.21	4164.75	10040.1	10872.4
1016	3754.28	4165.01	10040.2	10882.8
1017	3754.36	4165.25	10040.2	10883.3
1018	3754.81	4165.28	10040.7	10883.4
1019	3755.74	4176.38	10089.7	10911.1
1020	3755.79	4176.49	10089.7	10915.5
1021	3755.83	4176.59	10089.8	10915.7
1022	3756.18	4178.66	10090.1	10915.7
1023	3757.08	4189.51	10113.5	10915.8
1024	3757.1	4189.53	10113.6	10922.2
1025	3757.14	4189.63	10113.6	10922.2
1026	3766.07	4199.1	10149.1	10950.7
1027	3766.15	4199.35	10149.2	10951.3
1028	3775.64	4208.95	10150.2	10987.3
1029	3775.67	4208.97	10156	10993
1030	3775.85	4209.99	10156.1	11004.1
1031	3775.87	4210.01	10156.2	11006.3
1032	3776.07	4211.05	10156.4	11017.4
1033	3776.1	4211.11	10156.4	11023.2
1034	3776.19	4211.93	10156.5	11031
1035	3776.23	4212.02	10156.5	11031.2
1036	3777.14	4212.96	10156.6	11038
1037	3777.49	4212.98	10157	11038.1
1038	3777.57	4213.23	10157	11048.3
1039	3786.6	4222.79	10220.6	11048.5
1040	3787.56	4234.22	10254.9	11082.5
1041	3796.76	4243.58	10255.9	11082.6
1042	3796.84	4243.83	10256	11093.4
1043	3797.2	4244.21	10256.9	11093.8
1044	3797.24	4244.31	10256.9	11093.8
1045	3797.73	4244.34	10257.4	11107
1046	3798.18	4246.47	10258.1	11110.8
1047	3798.26	4246.73	10258.2	11111.3
1048	3798.61	4248.78	10258.5	11111.3
1049	3799.11	4250.94	10259	11111.5
1050	3808.73	4260.59	10333.6	11187
1051	3808.75	4260.74	10333.6	11189.4
1052	3808.88	4261.06	10333.9	11191.8
1053	3808.92	4261.3	10333.9	11191.8
1054	3809.15	4261.37	10334.1	11204.3
1055	3818.61	4271.48	10335.9	11205.2
1056	3819.11	4273.67	10336.4	11218.3
1057	3820.06	4285	10392.4	11274.6
1058	3820.13	4285.25	10392.5	11274.6
1059	3820.32	4286.27	10392.7	11274.6
1060	3821.24	4287.2	10392.8	11276.9
1061	3821.28	4287.24	10392.8	11276.9
1062	3821.3	4287.26	10392.8	11276.9
1063	3821.34	4287.3	10392.8	11281.5
1064	3821.45	4287.42	10392.8	11281.7
1065	3821.63	4288.44	10393	11281.7
1066	3822.13	4288.47	10393.5	11285.8
1067	3822.17	4288.57	10393.5	11285.8
1068	3831.61	4298.02	10425.4	11315.4
1069	3831.68	4298.28	10425.5	11315.4
1070	3831.92	4299.33	10425.8	11317.4
1071	3832.27	4299.35	10426.1	11317.5
1072	3832.34	4299.61	10426.2	11328.9
1073	3833.3	4311.06	10461	11363.3
1074	3833.75	4313.19	10461.8	11363.5
1075	3833.97	4314.22	10462	11363.5
1076	3834.05	4314.47	10462	11363.6
1077	3834.39	4316.49	10462.4	11363.6
1078	3834.47	4316.56	10464.2	11412.4
1079	3845.68	4328.17	10474	11423.5
1080	3846.02	4328.19	10474.4	11423.6
1081	3855.52	4337.8	10475.3	11458.7
1082	3855.77	4338.05	10475.9	11459.2
1083	3856.01	4338.31	10476	11459.2
1084	3856.69	4338.55	10476.1	11459.3
1085	3865.83	4348.2	10544.1	11526.9
1086	3875.06	4357.97	10575.1	11553.1
1087	3875.24	4359.02	10575.3	11553.1
1088	3884.49	4368.79	10614	11553.2
1089	3884.57	4369.26	10614.1	11553.7
1090	3885.48	4370.39	10614.2	11562.4
1091	3885.52	4370.59	10614.6	11567.2
1092	3885.7	4371.61	10614.8	11567.3
1093	3885.79	4371.86	10614.9	11578.9
1094	3894.93	4381.53	10646.8	11579
1095	3895.87	4392.81	10676.2	11609.3
1096	3896.83	4404.27	10710.6	11644.5
1097	3896.91	4404.52	10710.7	11655.8
1098	3896.99	4404.78	10710.7	11656.3
1099	3906.48	4414.83	10710.8	11679.9
1100	3906.96	4416.95	10711.3	11690.5
1101	3907.01	4417	10711.4	11690.9
1102	3907.18	4417.02	10711.5	11691
1103	3907.25	4417.28	10711.6	11702.4
1104	3907.44	4418.3	10711.8	11702.5
1105	3907.46	4418.33	10711.8	11702.5
1106	3907.49	4418.4	10711.8	11702.6
1107	3907.53	4418.51	10711.9	11707.7
1108	3907.61	4418.77	10712	11708.3
1109	3907.68	4419.03	10712	11708.3
1110	3908.64	4430.48	10742.5	11739.7
1111	3917.64	4439.63	10743.5	11796.7
1112	3917.68	4439.73	10743.5	11796.8
1113	3917.72	4439.77	10743.5	11801.3
1114	3919.41	4451.41	10743.6	11802.1
1115	3919.43	4451.49	10743.6	11804.6
1116	3919.52	4452.31	10743.7	11811
1117	3919.71	4452.33	10743.9	11811
1118	3919.75	4452.44	10743.9	11811
1119	3919.86	4452.69	10744	11811.1
1120	3920.04	4452.72	10744.2	11811.1
1121	3920.14	4453.65	10744.3	11815.8
1122	3920.17	4453.75	10744.4	11815.8
1123	3920.22	4453.8	10746.6	11818.1
1124	3920.4	4454.83	10746.8	11818.1
1125	3920.86	4454.85	10747.2	11822.1
1126	3920.94	4455.1	10747.3	11822.1
1127	3921.01	4455.35	10747.4	11833.4
1128	3921.06	4455.46	10747.4	11833.4
1129	3922	4466.76	10780.4	11833.5
1130	3931.21	4476.51	10819.2	11872.6
1131	3931.24	4476.59	10819.2	11872.7
1132	3931.33	4477.45	10821.4	11879.3
1133	3940.76	4486.92	10884.8	11941.9
1134	3941.11	4488.97	10885.2	11941.9
1135	3941.2	4489.12	10885.2	11942
1136	3942.14	4500.36	10938.5	11942.1
1137	3951.36	4510.13	10970.2	11972.3
1138	3951.38	4510.18	10970.3	11974.6
1139	3951.4	4510.2	10970.3	11980.3
1140	3960.75	4519.59	11001	12008.3
1141	3960.82	4519.84	11001	12019.4
1142	3961	4520.86	11001.2	12030.2
1143	3961.95	4532.15	11057	12085.5
1144	3962.03	4532.26	11057.1	12085.9
1145	3971.28	4541.68	11058	12143.1
1146	3971.63	4543.69	11058.4	12156.9
1147	3971.66	4543.79	11058.4	12162.7
1148	3971.74	4543.87	11060.2	12196.6
1149	3971.81	4544.11	11060.3	12207.7
1150	3971.89	4544.37	11060.3	12208.3
1151	3981.35	4554.03	11062.8	12209.1
1152	3981.37	4554.06	11062.8	12209.2
1153	3982.33	4565.41	11119.5	12265.9
1154	3982.37	4565.52	11119.5	12270.5
1155	3982.41	4565.62	11119.6	12270.6
1156	3982.49	4565.75	11119.6	12270.6
1157	3982.57	4566	11119.7	12270.6
1158	3991.77	4575.37	11120.7	12270.7
1159	3991.8	4575.47	11120.7	12276.4
1160	3991.89	4576.21	11127.9	12283.8
1161	3991.99	4577.16	11128	12289.6
1162	3992.06	4577.4	11128.1	12289.6
1163	4001.17	4587.04	11178.3	12340.2
1164	4010.53	4596.44	11230.2	12340.3
1165	4010.57	4596.55	11230.2	12340.5
1166	4010.65	4596.79	11230.3	12340.5
1167	4010.69	4596.82	11230.3	12346.8
1168	4011.65	4608.26	11265.2	12381.6
1169	4020.19	4617.33	11297.8	12412.5
1170	4029.7	4627.08	11299.6	12459.7
1171	4029.73	4627.1	11302.2	12462.3
1172	4029.74	4627.15	11302.2	12464.6
1173	4029.92	4628.18	11302.4	12472.9
1174	4039.54	4637.81	11377.8	12473
1175	4039.57	4637.84	11377.9	12473.4
1176	4049.2	4647.46	11453.3	12473.5
1177	4049.23	4647.56	11453.3	12473.5
1178	4049.31	4647.82	11453.4	12483.8
1179	4049.34	4647.92	11453.4	12483.8
1180	4049.38	4648.02	11453.4	12483.8
1181	4049.41	4648.12	11453.5	12483.8
1182	4049.44	4648.14	11454	12491.5
1183	4049.47	4648.24	11454	12491.5
1184	4049.57	4649.1	11454.1	12497.9
1185	4050.46	4659.93	11482.1	12529.3
1186	4050.64	4660.94	11482.3	12529.3
1187	4050.73	4661.19	11482.4	12540.2
1188	4050.81	4661.45	11482.4	12551.5
1189	4051.29	4661.49	11482.9	12562.3
1190	4051.47	4662.5	11483.1	12562.3
1191	4051.54	4662.76	11483.2	12562.9
1192	4063.36	4672.45	11485	12609.5
1193	4063.38	4672.47	11485.3	12609.9
1194	4063.48	4672.72	11485.4	12609.9
1195	4063.51	4672.82	11485.4	12609.9
1196	4063.68	4672.84	11485.6	12609.9
1197	4073.18	4682.44	11486.5	12684.9
1198	4073.25	4682.7	11486.6	12695.3
1199	4073.34	4683.52	11486.7	12699.7
1200	4073.39	4683.54	11486.7	12699.7
1201	4073.86	4685.67	11487.5	12699.7
1202	4073.89	4685.69	11487.5	12699.7
1203	4074.36	4685.73	11488	12704
1204	4075.32	4697.08	11544.8	12704.1
1205	4075.4	4697.33	11544.9	12704.6
1206	4075.45	4697.38	11545	12706.9
1207	4084.65	4706.75	11545.9	12736.3
1208	4084.73	4706.99	11546	12747.2
1209	4084.92	4707.02	11546.2	12758.6
1210	4085.42	4707.05	11546.7	12758.8
1211	4085.5	4707.3	11546.8	12770.2
1212	4085.86	4707.33	11547.1	12793.4
1213	4095.21	4716.73	11599.1	12828.1
1214	4095.26	4716.84	11599.2	12831.8
1215	4095.29	4716.87	11599.2	12834.2
1216	4095.65	4716.89	11599.5	12838.1
1217	4096.61	4728.24	11629.6	12894.7
1218	4096.69	4728.48	11629.7	12894.7
1219	4096.72	4728.51	11629.7	12897.1
1220	4096.74	4728.53	11629.8	12899.3
1221	4098.36	4740.05	11629.8	12937.3
1222	4098.41	4740.16	11629.9	12937.3
1223	4098.48	4740.42	11630	12947.9
1224	4098.53	4740.53	11630	12952.3
1225	4107.96	4749.98	11694.1	13014.7
1226	4108.04	4750.24	11694.2	13025.5
1227	4108.23	4750.26	11694.4	13025.6
1228	4108.34	4750.29	11694.5	13034.1
1229	4108.85	4750.33	11695	13046.9
1230	4108.93	4750.58	11695.1	13047.4
1231	4109	4750.82	11695.2	13057.5
1232	4109.08	4751.08	11695.2	13058
1233	4109.31	4751.11	11695.5	13070.5
1234	4118.93	4760.73	11770	13144.5
1235	4118.95	4760.76	11776	13150.4
1236	4119.42	4760.8	11776.5	13154.6
1237	4119.52	4761.05	11776.6	13155.1
1238	4119.6	4761.3	11776.7	13155.1
1239	4119.7	4762.25	11776.8	13157.4
1240	4119.89	4762.28	11776.9	13159.5
1241	4120.84	4774.11	11834	13159.6
1242	4121.34	4774.13	11834.5	13159.8
1243	4121.43	4774.38	11834.6	13159.8
1244	4121.54	4774.64	11834.7	13170.8
1245	4131.03	4784.28	11836.4	13217.6
1246	4131.37	4786.34	11836.7	13217.7
1247	4131.55	4787.37	11836.9	13217.7
1248	4141.24	4797.07	11868.4	13244.2
1249	4141.84	4797.69	11874.8	13250.8
1250	4142.32	4797.71	11875.3	13250.9
1251	4151.78	4807.38	11877	13279.9
1252	4151.83	4807.49	11877.1	13283.6
1253	4152.08	4807.75	11877.1	13283.7
1254	4152.16	4807.99	11877.2	13284.2
1255	4161.36	4817.35	11878.2	13284.4
1256	4161.59	4818.4	11878.4	13284.4
1257	4171.08	4828.01	11879.4	13284.6
1258	4171.68	4828.62	11881	13286
1259	4171.72	4828.73	11881.1	13290.4
1260	4181.42	4838.43	11881.2	13291.3
1261	4181.5	4838.69	11881.2	13291.3
1262	4181.54	4838.8	11881.3	13291.4
1263	4182	4838.83	11881.7	13291.6
1264	4182.08	4839.09	11881.8	13301.9
1265	4182.13	4839.14	11882.8	13302
1266	4182.21	4839.4	11882.9	13302.6
1267	4182.28	4839.64	11883	13312.9
1268	4183.46	4850.46	11914.9	13312.9
1269	4183.48	4850.48	11914.9	13315.5
1270	4192.71	4860.27	11953.3	13354.1
